tower_number,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Birth_Year,Age,Cluster,Buyer_Segment
14,0,8,618.89,201483.41,0,1,0,9,8,0,3.0,1,2,1962.0,64.0,0,Senior Home Buyers
14,0,12,459.44,152649.29,0,1,0,9,8,0,2.0,0,0,1974.0,52.0,3,Young Buyers
14,0,12,459.44,146928.09,0,1,0,9,1,0,2.0,1,0,1962.0,64.0,0,Senior Home Buyers
14,0,13,442.74,134160.06,0,1,0,9,8,0,4.0,0,2,1993.0,33.0,3,Young Buyers
14,0,14,1628.68,417246.26,0,1,1,9,47,0,2.0,0,2,1944.0,82.0,1,High-Value Investors
14,1,15,784.04,217519.47,0,1,0,9,35,0,1.0,0,0,1978.0,48.0,3,Young Buyers
14,0,15,784.04,268602.42,0,1,1,9,8,1,5.0,0,1,1954.0,72.0,0,Senior Home Buyers
14,1,16,915.37,282820.55,0,1,0,9,8,0,3.0,0,2,1952.0,74.0,0,Senior Home Buyers
14,0,18,500.17,135280.4,0,1,1,9,8,0,1.0,0,2,1971.0,55.0,0,Senior Home Buyers
14,1,18,500.17,174301.38,0,1,0,0,26,1,4.0,1,0,1993.0,33.0,3,Young Buyers
14,0,22,1148.66,332434.49,0,1,0,9,8,0,5.0,1,1,1998.0,28.0,3,Young Buyers
14,0,23,1610.37,479775.72,0,1,1,9,11,0,2.0,1,1,1972.0,54.0,1,High-Value Investors
14,0,27,1866.49,605282.42,0,1,0,5,30,1,1.0,1,2,1971.0,55.0,1,High-Value Investors
14,0,29,1618.34,478344.13,0,1,0,2,40,0,5.0,0,0,1992.0,34.0,1,High-Value Investors
14,0,33,1894.96,566261.62,0,1,0,9,8,0,3.0,0,0,1940.0,86.0,1,High-Value Investors
14,0,43,520.49,159253.52,0,1,0,8,51,0,1.0,0,2,1975.0,51.0,3,Young Buyers
14,0,47,917.53,291377.4,0,1,0,9,14,0,3.0,0,0,1977.0,49.0,3,Young Buyers
14,0,51,1346.3,336483.03,0,1,0,9,8,0,4.0,0,0,1968.0,58.0,1,High-Value Investors
15,1,1,1596.51,481918.59,0,1,1,9,48,1,1.0,0,2,1956.0,70.0,1,High-Value Investors
15,0,2,1522.89,451659.51,0,0,0,9,25,0,2.0,0,0,1985.0,41.0,2,Corporate Buyers
15,0,6,938.57,251588.73,0,1,1,9,48,1,1.0,0,2,1969.0,57.0,3,Young Buyers
15,0,6,938.57,299245.2,0,1,1,9,8,0,1.0,0,2,1962.0,64.0,0,Senior Home Buyers
15,0,9,565.48,192609.64,0,1,1,9,11,0,3.0,0,2,1973.0,53.0,3,Young Buyers
15,0,17,562.64,150397.94,0,1,0,0,49,0,1.0,0,2,1971.0,55.0,3,Young Buyers
15,0,35,745.49,251330.42,0,0,0,9,11,1,4.0,0,0,1987.0,39.0,2,Corporate Buyers
15,0,44,1713.09,506373.41,0,1,0,9,8,0,3.0,0,0,1973.0,53.0,1,High-Value Investors
15,0,48,1403.33,491342.08,0,1,1,8,12,0,4.0,1,1,1940.0,86.0,1,High-Value Investors
15,0,50,1841.5,466293.15,0,1,1,8,51,0,3.0,0,2,2000.0,26.0,1,High-Value Investors
15,0,52,829.2,274212.09,0,1,0,9,8,0,1.0,1,2,1962.0,64.0,0,Senior Home Buyers
15,0,55,892.75,273200.87,0,1,1,0,49,0,1.0,0,0,1949.0,77.0,0,Senior Home Buyers
15,0,57,429.34,146531.33,0,1,1,9,48,0,5.0,0,0,1963.0,63.0,0,Senior Home Buyers
15,0,58,1750.89,502145.17,0,1,0,9,1,1,4.0,1,2,1953.0,73.0,1,High-Value Investors
16,1,5,749.15,244913.49,0,0,0,9,1,0,5.0,1,2,1987.0,39.0,2,Corporate Buyers
16,0,6,1062.34,340711.24,0,1,0,9,47,1,3.0,0,2,1992.0,34.0,3,Young Buyers
16,0,7,941.57,281344.37,0,1,0,9,8,1,1.0,1,2,1992.0,34.0,3,Young Buyers
16,0,7,941.57,267559.14,0,1,1,9,8,0,5.0,0,2,1975.0,51.0,3,Young Buyers
16,0,10,1608.56,402014.83,0,1,1,9,20,0,3.0,0,2,1971.0,55.0,1,High-Value Investors
16,0,19,1163.06,362023.29,0,1,0,2,0,1,5.0,0,2,1985.0,41.0,3,Young Buyers
16,0,22,1575.06,506852.64,0,1,1,9,8,1,2.0,0,2,1966.0,60.0,1,High-Value Investors
16,0,22,1575.06,494969.3,0,1,0,8,51,0,3.0,0,0,1987.0,39.0,1,High-Value Investors
16,1,27,1164.55,395005.44,0,1,0,9,37,1,2.0,0,2,1957.0,69.0,1,High-Value Investors
16,0,28,1440.71,434559.42,0,1,0,9,8,0,2.0,0,0,1967.0,59.0,1,High-Value Investors
16,0,28,1440.71,468372.55,0,1,1,9,11,0,5.0,0,1,1965.0,61.0,1,High-Value Investors
16,0,30,1024.75,324503.53,0,1,1,9,1,0,1.0,0,2,1940.0,86.0,0,Senior Home Buyers
16,1,33,881.17,314026.2,0,1,0,2,22,0,4.0,0,0,2000.0,26.0,3,Young Buyers
16,0,33,881.17,260142.62,0,1,0,9,8,1,5.0,0,2,1999.0,27.0,3,Young Buyers
17,0,5,1829.38,527700.01,0,1,0,9,25,1,2.0,0,2,1953.0,73.0,1,High-Value Investors
17,0,7,1300.91,350173.43,0,1,1,9,47,0,2.0,1,2,1970.0,56.0,1,High-Value Investors
17,1,16,1693.0,441387.41,0,1,0,9,8,1,4.0,1,0,1975.0,51.0,1,High-Value Investors
17,0,16,1693.0,502269.25,0,1,0,9,1,1,3.0,0,0,1946.0,80.0,1,High-Value Investors
17,0,17,1827.25,443019.3,0,1,0,9,8,1,1.0,0,0,1999.0,27.0,1,High-Value Investors
17,0,23,1025.52,337329.51,0,1,1,2,36,1,1.0,0,2,1951.0,75.0,0,Senior Home Buyers
17,1,27,677.24,202422.0,0,1,1,9,37,0,1.0,1,2,1980.0,46.0,3,Young Buyers
17,0,28,1201.04,366605.62,0,1,0,5,4,0,3.0,0,2,1967.0,59.0,1,High-Value Investors
17,1,31,1806.06,569841.56,0,1,1,9,47,0,3.0,1,1,1984.0,42.0,1,High-Value Investors
17,0,32,954.54,259309.56,0,1,1,5,3,0,3.0,0,1,1985.0,41.0,3,Young Buyers
17,0,35,1667.01,458755.73,0,1,1,9,25,1,4.0,1,2,1985.0,41.0,1,High-Value Investors
17,0,38,721.83,225181.51,0,1,1,9,8,0,2.0,0,0,1980.0,46.0,3,Young Buyers
17,0,39,1341.67,421709.56,0,1,0,9,8,1,3.0,1,1,1958.0,68.0,1,High-Value Investors
17,0,48,1833.96,516604.4,0,1,0,7,42,0,3.0,1,0,1997.0,29.0,1,High-Value Investors
18,0,12,1692.5,496160.88,0,1,0,8,12,0,2.0,0,2,1975.0,51.0,1,High-Value Investors
18,1,12,1692.5,439842.21,0,0,0,9,50,1,1.0,1,2,1994.0,32.0,2,Corporate Buyers
18,1,14,1742.3,537075.78,0,1,0,9,8,0,4.0,1,0,1956.0,70.0,1,High-Value Investors
18,0,15,1728.6,539864.09,0,1,1,9,8,0,4.0,1,2,1947.0,79.0,1,High-Value Investors
18,0,20,1631.48,528510.9,0,1,1,9,8,0,1.0,1,2,1963.0,63.0,1,High-Value Investors
18,1,21,1790.69,575175.8,0,1,0,0,44,0,3.0,0,2,1988.0,38.0,1,High-Value Investors
18,0,22,1108.09,352780.59,0,1,1,9,47,1,2.0,0,0,1967.0,59.0,1,High-Value Investors
18,0,25,911.94,234310.7,0,1,1,8,43,0,3.0,0,0,1994.0,32.0,3,Young Buyers
18,0,25,911.94,284149.74,0,1,1,9,48,0,2.0,1,2,1957.0,69.0,0,Senior Home Buyers
18,0,26,1147.71,338232.19,0,1,1,9,1,0,5.0,1,2,1969.0,57.0,1,High-Value Investors
18,0,30,1795.66,482951.02,0,1,0,0,44,0,2.0,0,1,1987.0,39.0,1,High-Value Investors
18,0,38,1219.8,342597.24,0,1,0,9,53,0,1.0,1,0,1992.0,34.0,3,Young Buyers
18,1,40,990.46,258292.3,0,1,0,8,12,1,4.0,0,1,1998.0,28.0,3,Young Buyers
18,0,40,990.46,286888.5,0,1,1,9,8,0,1.0,1,0,1962.0,64.0,0,Senior Home Buyers
18,0,42,1045.42,272247.83,0,1,0,9,14,0,2.0,0,2,1989.0,37.0,3,Young Buyers
18,0,45,1627.52,488081.56,0,1,0,9,8,0,5.0,1,0,1983.0,43.0,1,High-Value Investors
18,1,45,1627.52,490429.65,0,1,1,9,8,0,4.0,0,2,1966.0,60.0,1,High-Value Investors
18,0,45,1627.52,368888.52,0,1,0,9,35,0,4.0,0,2,1951.0,75.0,1,High-Value Investors
18,0,45,1627.52,518136.39,0,1,0,9,8,0,2.0,1,2,1995.0,31.0,1,High-Value Investors
18,0,47,520.85,168344.73,0,1,1,9,25,0,3.0,1,2,1963.0,63.0,0,Senior Home Buyers
18,0,48,564.59,146766.78,0,1,0,9,47,1,2.0,0,1,1974.0,52.0,3,Young Buyers
18,0,51,1527.31,416655.75,0,1,0,9,1,0,5.0,1,0,1976.0,50.0,1,High-Value Investors
18,0,54,1756.12,544990.2,0,1,0,9,25,1,2.0,0,2,1957.0,69.0,1,High-Value Investors
18,0,54,1756.12,585515.42,0,1,1,2,0,1,3.0,1,2,1994.0,32.0,1,High-Value Investors
18,0,58,955.23,277619.99,0,1,1,9,11,0,3.0,0,2,1954.0,72.0,0,Senior Home Buyers
18,0,61,1019.7,278150.04,0,1,1,9,11,0,3.0,0,0,1961.0,65.0,0,Senior Home Buyers
18,0,65,996.32,302341.1,0,1,1,9,8,0,3.0,1,2,1976.0,50.0,3,Young Buyers
18,0,66,1631.24,548635.7,0,1,1,7,32,0,1.0,0,2,1940.0,86.0,1,High-Value Investors
18,1,66,1631.24,522844.12,0,1,0,9,8,0,1.0,1,1,1967.0,59.0,1,High-Value Investors
19,0,10,747.71,235714.9,0,1,1,9,48,1,2.0,1,2,1970.0,56.0,3,Young Buyers
19,0,12,1163.99,351508.85,0,1,0,2,40,0,4.0,1,2,1969.0,57.0,3,Young Buyers
19,0,13,766.61,253393.14,0,1,0,6,39,1,5.0,0,2,1967.0,59.0,0,Senior Home Buyers
19,0,16,1711.98,393988.35,0,1,0,6,23,1,5.0,0,2,1993.0,33.0,1,High-Value Investors
19,0,18,1599.44,465791.79,0,1,0,9,8,1,5.0,0,0,1993.0,33.0,1,High-Value Investors
19,0,24,620.51,163296.22,0,1,0,9,27,0,3.0,0,0,1945.0,81.0,0,Senior Home Buyers
19,0,24,620.51,188692.55,0,1,0,8,51,0,5.0,0,0,1977.0,49.0,3,Young Buyers
19,0,25,996.38,335632.91,0,1,0,9,15,1,1.0,0,2,1969.0,57.0,0,Senior Home Buyers
19,0,26,668.24,194986.69,0,1,0,9,11,1,5.0,1,2,1975.0,51.0,3,Young Buyers
19,0,26,668.24,224209.55,0,1,0,9,37,0,4.0,1,0,1985.0,41.0,3,Young Buyers
19,0,27,1691.96,598112.26,0,1,0,8,12,1,3.0,1,1,1961.0,65.0,1,High-Value Investors
19,0,32,1048.61,291311.69,0,1,1,9,8,0,4.0,0,0,1984.0,42.0,3,Young Buyers
19,0,35,1099.62,285903.69,0,1,0,9,8,0,5.0,0,1,1979.0,47.0,3,Young Buyers
19,0,39,1237.04,350962.27,0,1,1,9,8,1,2.0,1,2,1993.0,33.0,3,Young Buyers
19,0,39,1237.04,326382.27,0,1,0,9,8,0,2.0,1,0,1942.0,84.0,0,Senior Home Buyers
19,0,42,1137.59,315841.36,0,1,0,9,14,0,3.0,1,0,1963.0,63.0,0,Senior Home Buyers
19,0,43,1697.72,481623.94,0,1,0,9,25,1,5.0,0,2,1946.0,80.0,1,High-Value Investors
19,0,44,982.8,330860.72,0,1,1,9,25,0,2.0,1,2,1937.0,89.0,0,Senior Home Buyers
19,0,46,1926.19,539693.29,0,1,0,9,11,1,1.0,0,2,1957.0,69.0,1,High-Value Investors
19,0,46,1926.19,479620.3,0,1,1,9,8,0,4.0,0,0,1959.0,67.0,1,High-Value Investors
20,0,1,1898.39,563544.96,0,1,0,9,8,0,4.0,1,2,1994.0,32.0,1,High-Value Investors
20,0,3,1645.93,564487.75,0,1,1,5,17,0,4.0,0,2,1952.0,74.0,1,High-Value Investors
20,0,8,1268.45,329467.14,0,1,1,1,52,0,5.0,1,0,1975.0,51.0,3,Young Buyers
20,0,15,1805.12,534868.97,0,1,0,9,8,0,3.0,0,2,1946.0,80.0,1,High-Value Investors
20,1,18,1868.01,639415.77,0,1,1,4,18,1,4.0,1,1,1978.0,48.0,1,High-Value Investors
20,0,18,1868.01,633040.56,0,1,1,9,14,0,4.0,0,0,1960.0,66.0,1,High-Value Investors
20,0,31,1414.44,454693.74,0,1,0,9,25,0,5.0,0,2,1942.0,84.0,1,High-Value Investors
20,1,31,1414.44,419691.92,0,1,1,9,53,0,3.0,1,0,1962.0,64.0,1,High-Value Investors
20,0,36,1484.99,481326.38,0,1,1,5,30,0,3.0,1,1,1994.0,32.0,1,High-Value Investors
20,0,37,632.35,177452.66,0,1,1,9,8,0,5.0,0,1,1974.0,52.0,3,Young Buyers
20,0,42,811.56,224917.93,0,1,0,6,33,0,5.0,0,1,1975.0,51.0,3,Young Buyers
20,0,42,811.56,182390.99,0,1,0,9,11,1,5.0,0,0,1945.0,81.0,0,Senior Home Buyers
20,0,43,1697.49,572810.16,0,1,1,9,8,1,5.0,1,0,1957.0,69.0,1,High-Value Investors
20,1,46,1227.49,377643.05,0,1,0,9,8,0,3.0,0,1,1943.0,83.0,0,Senior Home Buyers
20,0,51,1062.33,286231.25,0,1,0,9,8,0,4.0,1,2,1962.0,64.0,0,Senior Home Buyers
20,0,51,1062.33,283430.39,0,1,1,9,11,0,1.0,0,2,1943.0,83.0,0,Senior Home Buyers
1,0,19,827.87,239341.58,0,0,1,9,8,1,5.0,0,2,1976.0,50.0,2,Corporate Buyers
1,0,23,782.25,261579.89,0,1,0,7,32,1,3.0,0,2,1932.0,94.0,0,Senior Home Buyers
1,0,27,827.87,276759.18,0,1,1,9,8,0,3.0,0,0,1949.0,77.0,0,Senior Home Buyers
1,0,45,756.21,248525.12,0,1,1,9,8,0,1.0,0,2,1962.0,64.0,0,Senior Home Buyers
2,0,34,785.48,252927.84,0,1,1,9,11,0,2.0,1,1,1952.0,74.0,0,Senior Home Buyers
3,0,1,579.75,171262.65,0,1,1,9,8,1,4.0,0,2,1963.0,63.0,0,Senior Home Buyers
3,0,7,720.7,231552.33,0,1,1,9,8,0,5.0,0,0,1956.0,70.0,0,Senior Home Buyers
3,0,20,781.07,258572.48,0,1,1,9,1,0,3.0,0,1,1977.0,49.0,3,Young Buyers
3,0,25,923.21,296483.14,0,1,0,9,1,0,3.0,0,2,1931.0,95.0,0,Senior Home Buyers
3,0,32,923.21,242740.66,0,1,1,1,7,1,4.0,0,2,1954.0,72.0,0,Senior Home Buyers
4,0,11,794.52,201518.89,0,1,1,9,8,0,5.0,0,2,1959.0,67.0,0,Senior Home Buyers
4,0,22,794.52,263790.81,0,1,0,9,8,0,4.0,1,2,1962.0,64.0,0,Senior Home Buyers
5,0,16,798.5,278575.87,0,1,0,9,37,1,2.0,0,1,1967.0,59.0,0,Senior Home Buyers
5,0,40,798.28,228410.05,0,1,1,9,8,1,4.0,0,2,1970.0,56.0,0,Senior Home Buyers
1,0,4,633.61,207447.24,0,1,0,1,7,1,2.0,1,2,1984.0,42.0,3,Young Buyers
1,0,4,633.61,223287.36,0,1,1,9,48,0,2.0,1,2,1957.0,69.0,0,Senior Home Buyers
1,0,7,758.88,211877.66,0,1,0,9,53,1,5.0,1,1,1991.0,35.0,3,Young Buyers
1,0,8,763.88,250556.69,0,1,0,9,37,1,3.0,1,2,1939.0,87.0,0,Senior Home Buyers
1,0,20,1146.24,360664.73,0,1,1,5,16,0,5.0,0,2,1960.0,66.0,0,Senior Home Buyers
1,0,24,1146.11,398853.42,0,1,1,8,51,0,2.0,1,2,1974.0,52.0,3,Young Buyers
1,0,26,828.98,239287.16,0,1,0,9,11,1,4.0,1,2,1967.0,59.0,0,Senior Home Buyers
1,0,26,828.98,228918.45,0,1,0,9,8,0,5.0,1,0,1983.0,43.0,3,Young Buyers
1,0,30,753.29,220767.06,0,1,1,9,8,0,3.0,0,2,1962.0,64.0,0,Senior Home Buyers
1,0,32,800.77,242998.88,0,1,1,4,6,0,1.0,0,2,1948.0,78.0,0,Senior Home Buyers
1,0,36,613.59,175243.75,0,1,0,9,14,0,3.0,0,0,1951.0,75.0,0,Senior Home Buyers
1,0,38,1355.85,415465.29,0,1,0,9,8,0,3.0,0,0,1948.0,78.0,0,Senior Home Buyers
1,0,39,742.93,225611.33,0,1,1,9,8,0,4.0,1,2,1974.0,52.0,3,Young Buyers
1,0,44,779.24,256541.2,0,1,1,9,11,0,3.0,0,0,1961.0,65.0,0,Senior Home Buyers
1,0,46,1153.16,314519.35,0,1,0,9,8,0,4.0,0,2,1976.0,50.0,3,Young Buyers
1,0,47,771.08,216275.25,0,1,1,0,54,0,3.0,1,0,1969.0,57.0,3,Young Buyers
1,0,48,1170.93,412010.0,0,1,1,9,8,0,3.0,0,2,1966.0,60.0,0,Senior Home Buyers
1,0,48,1170.93,299618.3,0,1,0,9,8,1,5.0,0,2,1969.0,57.0,0,Senior Home Buyers
2,0,4,1281.85,442491.43,0,1,1,9,8,1,2.0,0,0,1978.0,48.0,1,High-Value Investors
2,0,5,933.95,240226.27,0,1,0,9,47,0,1.0,1,2,1961.0,65.0,0,Senior Home Buyers
2,0,11,1625.05,415188.09,0,1,0,9,37,0,1.0,0,0,1976.0,50.0,1,High-Value Investors
2,0,15,1603.33,490688.71,0,1,1,9,48,0,4.0,0,2,1942.0,84.0,1,High-Value Investors
2,0,17,1397.4,424589.45,0,1,1,9,8,0,3.0,0,0,1995.0,31.0,3,Young Buyers
2,1,19,795.52,272400.92,0,1,0,9,14,0,4.0,0,2,1975.0,51.0,3,Young Buyers
2,0,19,795.52,203418.93,0,1,0,7,46,0,3.0,0,2,1950.0,76.0,0,Senior Home Buyers
2,0,26,1577.79,471446.09,0,1,0,9,37,1,5.0,1,0,1975.0,51.0,1,High-Value Investors
2,0,31,629.92,186157.43,0,1,0,9,53,0,2.0,0,2,1999.0,27.0,3,Young Buyers
2,0,34,800.26,246812.55,0,1,0,9,50,1,4.0,0,2,1949.0,77.0,0,Senior Home Buyers
2,0,37,780.46,246714.08,0,1,0,9,8,0,2.0,1,0,1942.0,84.0,0,Senior Home Buyers
2,1,41,654.93,247881.98,0,1,1,9,8,1,2.0,0,0,1998.0,28.0,3,Young Buyers
2,1,45,782.2,246500.19,0,1,1,9,50,0,2.0,0,2,1961.0,65.0,0,Senior Home Buyers
2,0,46,697.74,181636.85,0,1,0,9,27,0,5.0,1,2,1972.0,54.0,3,Young Buyers
2,0,48,788.44,259070.5,0,1,0,0,49,0,2.0,0,0,1995.0,31.0,3,Young Buyers
2,0,49,1617.9,535928.28,0,1,0,2,22,0,4.0,0,0,1997.0,29.0,1,High-Value Investors
2,1,55,579.26,160912.37,0,1,0,9,14,0,3.0,0,0,1977.0,49.0,3,Young Buyers
3,0,1,689.75,241026.2,0,1,0,9,11,1,5.0,1,2,1969.0,57.0,0,Senior Home Buyers
3,0,8,1152.39,395030.38,0,1,1,9,1,1,1.0,1,2,1966.0,60.0,0,Senior Home Buyers
3,0,9,1125.84,260798.04,0,1,0,9,11,0,1.0,1,1,1997.0,29.0,3,Young Buyers
3,0,22,1165.89,335996.76,0,1,1,9,53,0,3.0,1,0,1962.0,64.0,0,Senior Home Buyers
3,0,24,776.04,222919.64,0,1,1,9,11,1,4.0,0,0,1997.0,29.0,3,Young Buyers
3,0,28,679.93,218529.92,0,1,0,9,48,0,2.0,1,0,1952.0,74.0,0,Senior Home Buyers
3,1,29,666.0,202901.68,0,1,1,9,48,0,4.0,0,1,1948.0,78.0,0,Senior Home Buyers
3,0,48,783.39,258311.5,0,1,0,9,25,0,3.0,0,0,1941.0,85.0,0,Senior Home Buyers
3,0,49,1174.48,406698.29,0,1,0,9,8,0,1.0,0,1,1944.0,82.0,0,Senior Home Buyers
3,0,49,1174.48,333111.95,0,0,1,9,8,1,2.0,1,1,1977.0,49.0,2,Corporate Buyers
3,0,51,693.85,196234.42,0,1,0,9,35,1,4.0,0,2,1940.0,86.0,0,Senior Home Buyers
3,0,56,1179.42,364650.23,0,1,0,0,49,0,1.0,0,2,1971.0,55.0,3,Young Buyers
3,0,56,1179.42,341971.22,0,1,1,3,56,1,2.0,0,2,1987.0,39.0,3,Young Buyers
3,0,57,1607.94,626247.03,0,1,0,7,21,0,1.0,0,0,1967.0,59.0,1,High-Value Investors
3,0,58,1588.14,485910.88,0,1,0,9,8,0,4.0,0,2,1953.0,73.0,1,High-Value Investors
4,0,3,1630.82,449305.8,0,1,0,9,1,0,5.0,0,2,1983.0,43.0,1,High-Value Investors
4,1,5,786.98,276785.44,0,1,0,5,4,0,2.0,0,1,1953.0,73.0,0,Senior Home Buyers
4,0,13,809.06,238462.47,0,1,1,9,25,1,1.0,1,2,1992.0,34.0,3,Young Buyers
4,0,14,1322.66,406088.42,0,1,1,9,50,0,5.0,0,0,1951.0,75.0,0,Senior Home Buyers
4,0,18,1294.91,330128.52,0,1,1,7,21,0,1.0,0,2,1963.0,63.0,0,Senior Home Buyers
4,0,21,801.66,234238.08,0,1,1,6,33,0,2.0,1,2,1974.0,52.0,3,Young Buyers
4,0,26,790.05,262773.49,0,1,1,9,8,1,3.0,0,0,1978.0,48.0,3,Young Buyers
4,0,27,1130.51,337265.88,0,1,0,9,8,1,1.0,1,2,1993.0,33.0,3,Young Buyers
4,0,29,776.79,204741.22,0,1,1,9,8,0,4.0,1,2,1977.0,49.0,3,Young Buyers
4,0,29,776.79,235315.07,0,1,0,9,25,1,4.0,1,0,1950.0,76.0,0,Senior Home Buyers
4,1,39,743.73,188265.35,0,1,0,9,37,1,4.0,0,0,1951.0,75.0,0,Senior Home Buyers
4,0,40,780.74,226025.07,0,1,1,9,11,0,2.0,0,2,1955.0,71.0,0,Senior Home Buyers
4,0,45,1160.48,348106.05,0,1,1,2,0,1,4.0,0,2,1949.0,77.0,0,Senior Home Buyers
4,0,46,800.23,217297.0,0,1,1,2,22,0,4.0,0,1,1967.0,59.0,0,Senior Home Buyers
4,0,46,800.23,252741.45,0,0,1,4,34,0,3.0,1,1,1976.0,50.0,2,Corporate Buyers
4,1,48,1621.39,432946.6,0,1,1,9,11,0,5.0,1,0,1982.0,44.0,1,High-Value Investors
5,0,4,799.1,224492.48,0,1,1,9,8,1,1.0,0,0,1960.0,66.0,0,Senior Home Buyers
5,0,8,782.15,251843.7,0,1,0,9,15,0,5.0,0,2,1941.0,85.0,0,Senior Home Buyers
5,0,10,629.27,167605.4,0,1,1,9,53,0,3.0,0,2,1953.0,73.0,0,Senior Home Buyers
5,0,11,1058.56,366010.6,0,1,0,2,22,1,2.0,1,2,1998.0,28.0,3,Young Buyers
5,0,17,798.74,247494.01,0,1,0,9,8,0,4.0,0,2,1998.0,28.0,3,Young Buyers
5,0,18,1267.03,348464.51,0,1,0,9,8,0,5.0,1,0,1973.0,53.0,3,Young Buyers
5,1,23,1006.65,312643.26,0,1,0,9,8,0,3.0,0,1,1951.0,75.0,0,Senior Home Buyers
5,0,36,627.56,192979.14,0,1,1,9,25,0,1.0,1,2,1989.0,37.0,3,Young Buyers
5,0,36,627.56,179866.96,0,1,0,9,1,0,3.0,0,0,1995.0,31.0,3,Young Buyers
5,0,44,806.03,260008.44,0,1,1,9,27,1,5.0,1,1,1942.0,84.0,0,Senior Home Buyers
5,0,45,608.89,175491.09,0,1,0,9,35,0,5.0,1,2,1986.0,40.0,3,Young Buyers
5,0,47,1241.14,344983.8,0,1,1,9,8,0,3.0,0,2,1949.0,77.0,0,Senior Home Buyers
5,1,47,1241.14,423673.58,0,1,1,9,8,0,2.0,1,2,1952.0,74.0,0,Senior Home Buyers
5,0,50,1261.07,314928.35,0,1,0,9,47,0,3.0,0,0,1945.0,81.0,0,Senior Home Buyers
5,0,52,1755.18,578028.54,0,1,0,9,53,0,4.0,0,0,1957.0,69.0,1,High-Value Investors
6,0,1,1720.95,445409.0,0,0,1,2,0,0,3.0,1,0,1978.0,48.0,2,Corporate Buyers
6,0,3,605.21,168558.2,0,1,0,9,37,1,4.0,0,2,1952.0,74.0,0,Senior Home Buyers
6,0,5,1617.43,436787.87,0,1,0,9,1,1,3.0,0,2,2000.0,26.0,3,Young Buyers
6,0,9,1194.12,329559.53,0,1,1,9,47,0,3.0,1,1,1984.0,42.0,3,Young Buyers
6,0,15,1392.45,377789.49,0,1,1,9,8,1,1.0,0,0,1958.0,68.0,0,Senior Home Buyers
6,0,17,1502.18,409549.01,0,1,1,2,5,1,2.0,1,0,1941.0,85.0,0,Senior Home Buyers
6,0,22,1656.54,518178.17,0,1,1,2,0,0,5.0,0,2,1968.0,58.0,1,High-Value Investors
6,0,25,1086.43,309997.56,0,1,1,9,27,0,2.0,0,2,1940.0,86.0,0,Senior Home Buyers
6,0,26,1538.47,522654.07,0,1,0,9,8,0,5.0,1,1,1971.0,55.0,1,High-Value Investors
6,0,27,830.65,303119.09,0,1,0,9,8,1,3.0,0,1,1982.0,44.0,3,Young Buyers
6,0,33,1131.0,344027.61,0,1,1,9,47,0,3.0,0,2,1970.0,56.0,0,Senior Home Buyers
6,0,37,1721.96,450279.0,0,1,0,9,8,1,4.0,0,2,1970.0,56.0,1,High-Value Investors
6,0,41,940.72,260940.86,0,1,1,9,8,0,2.0,0,0,1956.0,70.0,0,Senior Home Buyers
6,0,46,1870.54,625384.45,0,0,1,9,25,1,4.0,0,2,1976.0,50.0,2,Corporate Buyers
6,1,50,1579.99,503351.9,0,1,1,9,11,0,4.0,1,0,1976.0,50.0,1,High-Value Investors
6,0,50,1579.99,443496.6,0,1,1,9,8,1,3.0,0,1,1976.0,50.0,1,High-Value Investors
6,0,51,1476.63,488398.75,0,1,1,9,8,0,4.0,0,2,1984.0,42.0,1,High-Value Investors
6,0,51,1476.63,387086.2,0,1,1,9,53,1,5.0,1,0,1995.0,31.0,3,Young Buyers
7,0,2,1478.43,498858.03,0,1,0,9,8,0,5.0,1,2,1974.0,52.0,1,High-Value Investors
7,0,3,888.5,220771.71,0,1,0,9,47,0,5.0,1,0,1973.0,53.0,3,Young Buyers
7,0,6,1232.31,364484.54,0,1,1,8,43,1,2.0,0,2,1966.0,60.0,0,Senior Home Buyers
7,1,9,926.11,247542.1,0,1,1,2,0,0,1.0,0,1,1995.0,31.0,3,Young Buyers
7,1,11,834.5,238056.63,0,1,1,4,6,0,3.0,0,2,1967.0,59.0,0,Senior Home Buyers
7,0,13,604.6,173890.35,0,1,1,6,33,0,2.0,0,0,1956.0,70.0,0,Senior Home Buyers
7,0,14,714.65,199934.81,0,1,1,9,8,0,3.0,0,2,1962.0,64.0,0,Senior Home Buyers
7,1,18,703.28,202165.96,0,1,0,6,23,0,5.0,1,2,1955.0,71.0,0,Senior Home Buyers
7,1,23,1222.69,423809.45,0,1,0,9,37,0,4.0,1,0,1982.0,44.0,3,Young Buyers
7,0,28,694.55,212583.8,0,1,1,9,48,0,1.0,0,2,1990.0,36.0,3,Young Buyers
7,0,36,1748.75,539246.07,0,1,1,9,47,1,5.0,0,1,1946.0,80.0,1,High-Value Investors
7,0,39,1298.32,432044.48,0,1,1,8,43,0,4.0,0,2,1956.0,70.0,0,Senior Home Buyers
7,0,43,498.61,134300.91,0,1,1,7,42,0,5.0,1,0,1994.0,32.0,3,Young Buyers
7,1,43,498.61,177534.71,0,1,1,5,3,0,1.0,1,2,1972.0,54.0,3,Young Buyers
